client_sk,client_id,valid_from,valid_to,is_current,legal_name,registration_no,onboarding_date,years_in_business,employees_band,turnover_band,segment,kyc_status,relationship_manager_id,geography_sk,industry_sk
5181,C005181,3/1/2023,8/2/2025,True,Client 5181 (Pty) Ltd,REG0005181,04/16/2020,17,21-50,R5m-R20m,Small,Verified,RM052,50,5
5182,C005182,3/1/2023,8/2/2025,True,Client 5182 (Pty) Ltd,REG0005182,01/03/2023,15,101-250,< R5m,Micro,Verified,RM095,16,6
5183,C005183,3/1/2023,8/2/2025,True,Client 5183 (Pty) Ltd,REG0005183,04/28/2017,27,21-50,< R5m,Micro,In Review,RM062,20,10
5184,C005184,3/1/2023,8/2/2025,True,Client 5184 (Pty) Ltd,REG0005184,07/25/2020,10,251-500,< R5m,Micro,Pending,RM082,6,5
5185,C005185,3/1/2023,8/2/2025,True,Client 5185 (Pty) Ltd,REG0005185,06/06/2018,15,1-20,< R5m,Medium,Verified,RM047,39,5
5186,C005186,3/1/2023,8/2/2025,True,Client 5186 (Pty) Ltd,REG0005186,11/14/2018,1,501-1000,R100m-R500m,Small,Verified,RM076,34,2
5187,C005187,3/1/2023,8/2/2025,True,Client 5187 (Pty) Ltd,REG0005187,09/05/2017,28,51-100,< R5m,Micro,Verified,RM074,10,7
5188,C005188,3/1/2023,8/2/2025,True,Client 5188 (Pty) Ltd,REG0005188,06/01/2019,27,1-20,R5m-R20m,Medium,Verified,RM048,41,6
5189,C005189,3/1/2023,8/2/2025,True,Client 5189 (Pty) Ltd,REG0005189,10/13/2017,22,1-20,R20m-R100m,Corporate,Verified,RM052,36,9
5190,C005190,3/1/2023,8/2/2025,True,Client 5190 (Pty) Ltd,REG0005190,02/13/2021,21,101-250,< R5m,Medium,Verified,RM055,35,2
5191,C005191,3/1/2023,8/2/2025,True,Client 5191 (Pty) Ltd,REG0005191,02/25/2020,10,501-1000,< R5m,Small,Pending,RM068,50,4
5192,C005192,3/1/2023,8/2/2025,True,Client 5192 (Pty) Ltd,REG0005192,09/27/2015,7,1000+,R20m-R100m,Medium,Rejected,RM076,29,4
5193,C005193,3/1/2023,8/2/2025,True,Client 5193 (Pty) Ltd,REG0005193,06/19/2019,7,21-50,R20m-R100m,Micro,Verified,RM062,12,5
5194,C005194,3/1/2023,8/2/2025,True,Client 5194 (Pty) Ltd,REG0005194,11/06/2015,3,1-20,< R5m,Small,Verified,RM098,39,4
5195,C005195,3/1/2023,8/2/2025,True,Client 5195 (Pty) Ltd,REG0005195,08/05/2020,7,1-20,< R5m,Small,In Review,RM042,34,2
5196,C005196,3/1/2023,8/2/2025,True,Client 5196 (Pty) Ltd,REG0005196,04/24/2019,9,1-20,< R5m,Enterprise,Verified,RM039,29,2
5197,C005197,3/1/2023,8/2/2025,True,Client 5197 (Pty) Ltd,REG0005197,12/31/2017,8,1-20,< R5m,Micro,Verified,RM070,20,9
5198,C005198,3/1/2023,8/2/2025,True,Client 5198 (Pty) Ltd,REG0005198,12/02/2022,3,21-50,< R5m,Small,Verified,RM004,25,2
5199,C005199,3/1/2023,8/2/2025,True,Client 5199 (Pty) Ltd,REG0005199,08/23/2019,26,51-100,< R5m,Corporate,Verified,RM034,35,3
5200,C005200,3/1/2023,8/2/2025,True,Client 5200 (Pty) Ltd,REG0005200,12/08/2021,5,51-100,< R5m,Micro,Verified,RM045,38,3
5201,C005201,3/1/2023,8/2/2025,True,Client 5201 (Pty) Ltd,REG0005201,12/16/2018,13,1-20,< R5m,Micro,Verified,RM021,16,9
5202,C005202,3/1/2023,8/2/2025,True,Client 5202 (Pty) Ltd,REG0005202,12/07/2020,13,1-20,R5m-R20m,Medium,Verified,RM027,44,2
5203,C005203,3/1/2023,8/2/2025,True,Client 5203 (Pty) Ltd,REG0005203,08/08/2015,30,21-50,R100m-R500m,Medium,Verified,RM069,12,7
5204,C005204,3/1/2023,8/2/2025,True,Client 5204 (Pty) Ltd,REG0005204,02/22/2015,8,251-500,R20m-R100m,Small,Verified,RM059,24,1
5205,C005205,3/1/2023,8/2/2025,True,Client 5205 (Pty) Ltd,REG0005205,10/24/2019,18,251-500,< R5m,Small,Verified,RM008,32,9
5206,C005206,3/1/2023,8/2/2025,True,Client 5206 (Pty) Ltd,REG0005206,01/14/2019,30,1-20,R100m-R500m,Micro,Verified,RM018,13,10
5207,C005207,3/1/2023,8/2/2025,True,Client 5207 (Pty) Ltd,REG0005207,07/25/2019,30,21-50,< R5m,Small,Pending,RM075,2,1
5208,C005208,3/1/2023,8/2/2025,True,Client 5208 (Pty) Ltd,REG0005208,06/14/2018,7,21-50,< R5m,Micro,Pending,RM070,49,4
5209,C005209,3/1/2023,8/2/2025,True,Client 5209 (Pty) Ltd,REG0005209,09/06/2022,27,21-50,< R5m,Enterprise,Verified,RM096,5,8
5210,C005210,3/1/2023,8/2/2025,True,Client 5210 (Pty) Ltd,REG0005210,08/17/2022,10,1-20,R100m-R500m,Small,Verified,RM100,17,8
5211,C005211,3/1/2023,8/2/2025,True,Client 5211 (Pty) Ltd,REG0005211,12/20/2016,10,21-50,R5m-R20m,Micro,Verified,RM100,43,4
5212,C005212,3/1/2023,8/2/2025,True,Client 5212 (Pty) Ltd,REG0005212,02/10/2016,23,1-20,R5m-R20m,Medium,Verified,RM032,16,9
5213,C005213,3/1/2023,8/2/2025,True,Client 5213 (Pty) Ltd,REG0005213,04/09/2022,11,51-100,< R5m,Small,Verified,RM065,20,9
5214,C005214,3/1/2023,8/2/2025,True,Client 5214 (Pty) Ltd,REG0005214,10/05/2021,12,21-50,< R5m,Enterprise,Verified,RM029,43,2
5215,C005215,3/1/2023,8/2/2025,True,Client 5215 (Pty) Ltd,REG0005215,07/22/2022,30,21-50,R5m-R20m,Micro,In Review,RM043,34,8
5216,C005216,3/1/2023,8/2/2025,True,Client 5216 (Pty) Ltd,REG0005216,04/13/2021,13,51-100,< R5m,Micro,In Review,RM087,28,6
5217,C005217,3/1/2023,8/2/2025,True,Client 5217 (Pty) Ltd,REG0005217,03/13/2015,8,101-250,R5m-R20m,Micro,Pending,RM022,39,7
5218,C005218,3/1/2023,8/2/2025,True,Client 5218 (Pty) Ltd,REG0005218,01/28/2020,17,1-20,R5m-R20m,Small,Verified,RM075,23,2
5219,C005219,3/1/2023,8/2/2025,True,Client 5219 (Pty) Ltd,REG0005219,02/10/2021,24,21-50,< R5m,Micro,Verified,RM021,25,2
5220,C005220,3/1/2023,8/2/2025,True,Client 5220 (Pty) Ltd,REG0005220,08/15/2020,14,251-500,R500m+,Medium,Verified,RM012,7,8
5221,C005221,3/1/2023,8/2/2025,True,Client 5221 (Pty) Ltd,REG0005221,05/14/2018,17,1-20,< R5m,Micro,Verified,RM074,19,7
5222,C005222,3/1/2023,8/2/2025,True,Client 5222 (Pty) Ltd,REG0005222,04/17/2019,19,21-50,< R5m,Micro,Verified,RM095,42,5
5223,C005223,3/1/2023,8/2/2025,True,Client 5223 (Pty) Ltd,REG0005223,02/01/2023,16,1-20,R5m-R20m,Micro,Verified,RM047,49,2
5224,C005224,3/1/2023,8/2/2025,True,Client 5224 (Pty) Ltd,REG0005224,01/22/2016,9,101-250,R5m-R20m,Small,Verified,RM095,6,10
5225,C005225,3/1/2023,8/2/2025,True,Client 5225 (Pty) Ltd,REG0005225,11/27/2019,20,1-20,< R5m,Micro,Verified,RM068,10,3
5226,C005226,3/1/2023,8/2/2025,True,Client 5226 (Pty) Ltd,REG0005226,11/29/2016,10,51-100,R20m-R100m,Small,Verified,RM078,40,6
5227,C005227,3/1/2023,8/2/2025,True,Client 5227 (Pty) Ltd,REG0005227,04/15/2018,29,21-50,R500m+,Micro,Pending,RM062,28,9
5228,C005228,3/1/2023,8/2/2025,True,Client 5228 (Pty) Ltd,REG0005228,04/06/2017,9,1-20,< R5m,Medium,Verified,RM056,48,3
5229,C005229,3/1/2023,8/2/2025,True,Client 5229 (Pty) Ltd,REG0005229,12/28/2019,1,21-50,< R5m,Medium,Verified,RM027,40,3
5230,C005230,3/1/2023,8/2/2025,True,Client 5230 (Pty) Ltd,REG0005230,12/15/2015,24,21-50,< R5m,Medium,Pending,RM041,35,4
5231,C005231,3/1/2023,8/2/2025,True,Client 5231 (Pty) Ltd,REG0005231,07/02/2018,3,21-50,< R5m,Enterprise,Verified,RM060,19,2
5232,C005232,3/1/2023,8/2/2025,True,Client 5232 (Pty) Ltd,REG0005232,11/04/2015,11,1-20,< R5m,Medium,Verified,RM051,3,1
5233,C005233,3/1/2023,8/2/2025,True,Client 5233 (Pty) Ltd,REG0005233,02/24/2018,7,21-50,< R5m,Medium,Verified,RM057,26,8
5234,C005234,3/1/2023,8/2/2025,True,Client 5234 (Pty) Ltd,REG0005234,05/14/2020,18,1-20,R5m-R20m,Micro,Verified,RM050,24,10
5235,C005235,3/1/2023,8/2/2025,True,Client 5235 (Pty) Ltd,REG0005235,05/23/2021,13,1-20,< R5m,Micro,Verified,RM065,46,4
5236,C005236,3/1/2023,8/2/2025,True,Client 5236 (Pty) Ltd,REG0005236,02/04/2017,23,101-250,< R5m,Micro,Verified,RM072,2,6
5237,C005237,3/1/2023,8/2/2025,True,Client 5237 (Pty) Ltd,REG0005237,12/25/2016,23,51-100,< R5m,Small,Rejected,RM073,9,5
5238,C005238,3/1/2023,8/2/2025,True,Client 5238 (Pty) Ltd,REG0005238,09/10/2022,25,1-20,R20m-R100m,Micro,Verified,RM012,50,3
5239,C005239,3/1/2023,8/2/2025,True,Client 5239 (Pty) Ltd,REG0005239,06/08/2019,18,1-20,< R5m,Micro,Verified,RM046,45,3
5240,C005240,3/1/2023,8/2/2025,True,Client 5240 (Pty) Ltd,REG0005240,01/18/2016,16,1-20,R5m-R20m,Micro,Verified,RM087,37,1
5241,C005241,3/1/2023,8/2/2025,True,Client 5241 (Pty) Ltd,REG0005241,09/01/2021,24,101-250,< R5m,Small,Verified,RM003,21,6
5242,C005242,3/1/2023,8/2/2025,True,Client 5242 (Pty) Ltd,REG0005242,06/08/2016,16,101-250,R100m-R500m,Enterprise,In Review,RM094,49,1
5243,C005243,3/1/2023,8/2/2025,True,Client 5243 (Pty) Ltd,REG0005243,05/10/2022,21,21-50,R5m-R20m,Medium,Verified,RM081,23,8
5244,C005244,3/1/2023,8/2/2025,True,Client 5244 (Pty) Ltd,REG0005244,10/03/2015,10,101-250,R20m-R100m,Corporate,Verified,RM057,47,1
5245,C005245,3/1/2023,8/2/2025,True,Client 5245 (Pty) Ltd,REG0005245,12/22/2021,9,501-1000,R5m-R20m,Small,Verified,RM028,5,7
5246,C005246,3/1/2023,8/2/2025,True,Client 5246 (Pty) Ltd,REG0005246,07/27/2022,8,501-1000,R20m-R100m,Enterprise,Verified,RM010,12,9
5247,C005247,3/1/2023,8/2/2025,True,Client 5247 (Pty) Ltd,REG0005247,12/03/2015,19,1000+,< R5m,Micro,Verified,RM002,1,2
5248,C005248,3/1/2023,8/2/2025,True,Client 5248 (Pty) Ltd,REG0005248,05/27/2020,3,101-250,R5m-R20m,Small,Verified,RM017,37,3
5249,C005249,3/1/2023,8/2/2025,True,Client 5249 (Pty) Ltd,REG0005249,02/27/2023,27,1-20,< R5m,Micro,Verified,RM041,11,2
5250,C005250,3/1/2023,8/2/2025,True,Client 5250 (Pty) Ltd,REG0005250,04/25/2016,28,1-20,R5m-R20m,Micro,Verified,RM083,25,3
5251,C005251,3/1/2023,8/2/2025,True,Client 5251 (Pty) Ltd,REG0005251,06/29/2017,26,101-250,R500m+,Corporate,Verified,RM057,14,2
5252,C005252,3/1/2023,8/2/2025,True,Client 5252 (Pty) Ltd,REG0005252,06/19/2020,24,1-20,< R5m,Small,Rejected,RM028,37,10
5253,C005253,3/1/2023,8/2/2025,True,Client 5253 (Pty) Ltd,REG0005253,09/13/2018,9,1-20,< R5m,Micro,Verified,RM012,39,10
5254,C005254,3/1/2023,8/2/2025,True,Client 5254 (Pty) Ltd,REG0005254,07/26/2020,2,1-20,< R5m,Micro,Verified,RM094,8,3
5255,C005255,3/1/2023,8/2/2025,True,Client 5255 (Pty) Ltd,REG0005255,10/21/2019,19,51-100,< R5m,Medium,Verified,RM094,5,5
5256,C005256,3/1/2023,8/2/2025,True,Client 5256 (Pty) Ltd,REG0005256,04/19/2015,30,21-50,< R5m,Micro,Pending,RM082,18,4
5257,C005257,3/1/2023,8/2/2025,True,Client 5257 (Pty) Ltd,REG0005257,11/24/2015,30,1-20,< R5m,Micro,Verified,RM004,33,6
5258,C005258,3/1/2023,8/2/2025,True,Client 5258 (Pty) Ltd,REG0005258,12/05/2019,8,51-100,< R5m,Medium,Verified,RM088,47,1
5259,C005259,3/1/2023,8/2/2025,True,Client 5259 (Pty) Ltd,REG0005259,11/11/2015,18,501-1000,< R5m,Small,Pending,RM021,34,8
5260,C005260,3/1/2023,8/2/2025,True,Client 5260 (Pty) Ltd,REG0005260,02/08/2018,8,21-50,< R5m,Micro,In Review,RM045,17,6
5261,C005261,3/1/2023,8/2/2025,True,Client 5261 (Pty) Ltd,REG0005261,07/09/2022,5,51-100,< R5m,Micro,Verified,RM036,1,5
5262,C005262,3/1/2023,8/2/2025,True,Client 5262 (Pty) Ltd,REG0005262,02/19/2017,6,1-20,R5m-R20m,Micro,Verified,RM006,26,3
5263,C005263,3/1/2023,8/2/2025,True,Client 5263 (Pty) Ltd,REG0005263,03/01/2019,30,1-20,< R5m,Micro,Verified,RM032,25,2
5264,C005264,3/1/2023,8/2/2025,True,Client 5264 (Pty) Ltd,REG0005264,06/05/2015,10,21-50,< R5m,Corporate,Verified,RM029,22,2
5265,C005265,3/1/2023,8/2/2025,True,Client 5265 (Pty) Ltd,REG0005265,02/05/2019,15,101-250,R100m-R500m,Medium,Verified,RM020,20,4
5266,C005266,3/1/2023,8/2/2025,True,Client 5266 (Pty) Ltd,REG0005266,09/21/2019,28,251-500,R5m-R20m,Small,Verified,RM031,25,1
5267,C005267,3/1/2023,8/2/2025,True,Client 5267 (Pty) Ltd,REG0005267,06/05/2017,4,51-100,< R5m,Micro,Verified,RM100,43,6
5268,C005268,3/1/2023,8/2/2025,True,Client 5268 (Pty) Ltd,REG0005268,09/06/2022,3,21-50,R100m-R500m,Small,Pending,RM092,40,2
5269,C005269,3/1/2023,8/2/2025,True,Client 5269 (Pty) Ltd,REG0005269,12/22/2016,24,101-250,R500m+,Micro,Verified,RM059,38,6
5270,C005270,3/1/2023,8/2/2025,True,Client 5270 (Pty) Ltd,REG0005270,07/01/2017,9,1-20,< R5m,Micro,In Review,RM055,49,3
5271,C005271,3/1/2023,8/2/2025,True,Client 5271 (Pty) Ltd,REG0005271,05/20/2017,16,1-20,< R5m,Small,Verified,RM038,7,3
5272,C005272,3/1/2023,8/2/2025,True,Client 5272 (Pty) Ltd,REG0005272,01/13/2015,29,101-250,< R5m,Medium,Verified,RM029,3,10
5273,C005273,3/1/2023,8/2/2025,True,Client 5273 (Pty) Ltd,REG0005273,04/09/2022,16,101-250,< R5m,Small,Rejected,RM015,41,3
5274,C005274,3/1/2023,8/2/2025,True,Client 5274 (Pty) Ltd,REG0005274,05/12/2016,15,251-500,R20m-R100m,Medium,Verified,RM008,8,4
5275,C005275,3/1/2023,8/2/2025,True,Client 5275 (Pty) Ltd,REG0005275,10/23/2019,24,21-50,R100m-R500m,Micro,Pending,RM006,35,1
5276,C005276,3/1/2023,8/2/2025,True,Client 5276 (Pty) Ltd,REG0005276,04/04/2021,9,251-500,R5m-R20m,Enterprise,Verified,RM069,44,9
5277,C005277,3/1/2023,8/2/2025,True,Client 5277 (Pty) Ltd,REG0005277,01/22/2018,17,1-20,< R5m,Micro,Rejected,RM085,49,5
5278,C005278,3/1/2023,8/2/2025,True,Client 5278 (Pty) Ltd,REG0005278,09/29/2022,21,1-20,R5m-R20m,Small,Pending,RM084,28,10
5279,C005279,3/1/2023,8/2/2025,True,Client 5279 (Pty) Ltd,REG0005279,04/09/2018,12,101-250,< R5m,Micro,Verified,RM076,5,3
5280,C005280,3/1/2023,8/2/2025,True,Client 5280 (Pty) Ltd,REG0005280,06/27/2020,23,21-50,R20m-R100m,Small,Pending,RM049,48,7
5281,C005281,3/1/2023,8/2/2025,True,Client 5281 (Pty) Ltd,REG0005281,04/07/2022,8,1-20,R5m-R20m,Corporate,Verified,RM016,40,8
5282,C005282,3/1/2023,8/2/2025,True,Client 5282 (Pty) Ltd,REG0005282,06/01/2022,14,101-250,R500m+,Micro,Verified,RM080,2,6
5283,C005283,3/1/2023,8/2/2025,True,Client 5283 (Pty) Ltd,REG0005283,07/06/2019,27,101-250,< R5m,Micro,Verified,RM035,9,6
5284,C005284,3/1/2023,8/2/2025,True,Client 5284 (Pty) Ltd,REG0005284,05/10/2019,18,21-50,R5m-R20m,Micro,Verified,RM076,21,7
5285,C005285,3/1/2023,8/2/2025,True,Client 5285 (Pty) Ltd,REG0005285,12/06/2022,12,21-50,< R5m,Small,Verified,RM084,33,10
5286,C005286,3/1/2023,8/2/2025,True,Client 5286 (Pty) Ltd,REG0005286,01/30/2019,27,101-250,< R5m,Micro,Pending,RM082,3,10
5287,C005287,3/1/2023,8/2/2025,True,Client 5287 (Pty) Ltd,REG0005287,04/29/2022,14,101-250,R20m-R100m,Micro,Verified,RM021,49,7
5288,C005288,3/1/2023,8/2/2025,True,Client 5288 (Pty) Ltd,REG0005288,05/23/2015,20,251-500,R5m-R20m,Medium,Verified,RM004,38,4
5289,C005289,3/1/2023,8/2/2025,True,Client 5289 (Pty) Ltd,REG0005289,05/09/2018,23,51-100,R20m-R100m,Medium,Verified,RM064,47,4
5290,C005290,3/1/2023,8/2/2025,True,Client 5290 (Pty) Ltd,REG0005290,07/24/2022,5,1-20,R500m+,Small,Verified,RM029,14,4
5291,C005291,3/1/2023,8/2/2025,True,Client 5291 (Pty) Ltd,REG0005291,12/01/2021,1,21-50,R500m+,Small,Verified,RM033,6,5
5292,C005292,3/1/2023,8/2/2025,True,Client 5292 (Pty) Ltd,REG0005292,07/18/2016,13,21-50,R100m-R500m,Small,Verified,RM049,47,2
5293,C005293,3/1/2023,8/2/2025,True,Client 5293 (Pty) Ltd,REG0005293,11/23/2021,14,1-20,R20m-R100m,Small,Verified,RM019,9,6
5294,C005294,3/1/2023,8/2/2025,True,Client 5294 (Pty) Ltd,REG0005294,08/28/2021,2,1-20,< R5m,Small,Rejected,RM073,44,2
5295,C005295,3/1/2023,8/2/2025,True,Client 5295 (Pty) Ltd,REG0005295,09/12/2019,16,1-20,< R5m,Micro,Verified,RM051,24,2
5296,C005296,3/1/2023,8/2/2025,True,Client 5296 (Pty) Ltd,REG0005296,02/21/2023,5,1-20,< R5m,Small,Verified,RM051,15,6
5297,C005297,3/1/2023,8/2/2025,True,Client 5297 (Pty) Ltd,REG0005297,02/21/2016,22,21-50,R5m-R20m,Enterprise,Verified,RM083,22,2
5298,C005298,3/1/2023,8/2/2025,True,Client 5298 (Pty) Ltd,REG0005298,01/23/2020,1,21-50,R5m-R20m,Micro,Verified,RM020,45,7
5299,C005299,3/1/2023,8/2/2025,True,Client 5299 (Pty) Ltd,REG0005299,06/13/2021,12,1-20,R5m-R20m,Micro,Pending,RM067,13,4
5300,C005300,3/1/2023,8/2/2025,True,Client 5300 (Pty) Ltd,REG0005300,05/20/2022,19,21-50,R5m-R20m,Micro,Verified,RM066,13,8
5301,C005301,3/1/2023,8/2/2025,True,Client 5301 (Pty) Ltd,REG0005301,09/14/2019,22,21-50,< R5m,Small,Verified,RM060,45,7
5302,C005302,3/1/2023,8/2/2025,True,Client 5302 (Pty) Ltd,REG0005302,10/22/2018,22,1-20,< R5m,Medium,Rejected,RM070,49,7
5303,C005303,3/1/2023,8/2/2025,True,Client 5303 (Pty) Ltd,REG0005303,12/03/2017,23,21-50,< R5m,Micro,Verified,RM040,24,10
5304,C005304,3/1/2023,8/2/2025,True,Client 5304 (Pty) Ltd,REG0005304,08/18/2022,10,51-100,< R5m,Micro,In Review,RM015,24,5
5305,C005305,3/1/2023,8/2/2025,True,Client 5305 (Pty) Ltd,REG0005305,02/10/2020,12,251-500,< R5m,Medium,Verified,RM078,35,1
5306,C005306,3/1/2023,8/2/2025,True,Client 5306 (Pty) Ltd,REG0005306,01/26/2018,30,1-20,R5m-R20m,Medium,Verified,RM058,32,1
5307,C005307,3/1/2023,8/2/2025,True,Client 5307 (Pty) Ltd,REG0005307,07/12/2018,30,51-100,< R5m,Micro,Verified,RM016,14,3
5308,C005308,3/1/2023,8/2/2025,True,Client 5308 (Pty) Ltd,REG0005308,12/12/2019,19,51-100,< R5m,Micro,Verified,RM082,16,5
5309,C005309,3/1/2023,8/2/2025,True,Client 5309 (Pty) Ltd,REG0005309,12/27/2020,16,21-50,R5m-R20m,Medium,Rejected,RM036,16,7
5310,C005310,3/1/2023,8/2/2025,True,Client 5310 (Pty) Ltd,REG0005310,02/13/2019,17,251-500,R5m-R20m,Micro,Rejected,RM018,14,7
5311,C005311,3/1/2023,8/2/2025,True,Client 5311 (Pty) Ltd,REG0005311,10/13/2017,13,51-100,< R5m,Small,In Review,RM064,35,2
5312,C005312,3/1/2023,8/2/2025,True,Client 5312 (Pty) Ltd,REG0005312,08/10/2017,7,21-50,< R5m,Corporate,Verified,RM010,32,9
5313,C005313,3/1/2023,8/2/2025,True,Client 5313 (Pty) Ltd,REG0005313,01/30/2023,28,51-100,R5m-R20m,Micro,Verified,RM031,48,6
5314,C005314,3/1/2023,8/2/2025,True,Client 5314 (Pty) Ltd,REG0005314,03/13/2015,27,501-1000,< R5m,Micro,Pending,RM056,41,5
5315,C005315,3/1/2023,8/2/2025,True,Client 5315 (Pty) Ltd,REG0005315,08/18/2019,3,251-500,< R5m,Small,Verified,RM070,27,8
5316,C005316,3/1/2023,8/2/2025,True,Client 5316 (Pty) Ltd,REG0005316,07/15/2018,5,1000+,< R5m,Small,Verified,RM083,26,9
5317,C005317,3/1/2023,8/2/2025,True,Client 5317 (Pty) Ltd,REG0005317,09/06/2018,4,1-20,< R5m,Micro,Verified,RM082,3,6
5318,C005318,3/1/2023,8/2/2025,True,Client 5318 (Pty) Ltd,REG0005318,11/24/2020,28,21-50,R5m-R20m,Micro,Verified,RM023,39,3
5319,C005319,3/1/2023,8/2/2025,True,Client 5319 (Pty) Ltd,REG0005319,06/01/2017,15,21-50,< R5m,Micro,Verified,RM019,34,1
5320,C005320,3/1/2023,8/2/2025,True,Client 5320 (Pty) Ltd,REG0005320,05/19/2015,17,21-50,R5m-R20m,Micro,Verified,RM069,30,10
5321,C005321,3/1/2023,8/2/2025,True,Client 5321 (Pty) Ltd,REG0005321,04/16/2022,12,1-20,< R5m,Micro,Verified,RM027,6,3
5322,C005322,3/1/2023,8/2/2025,True,Client 5322 (Pty) Ltd,REG0005322,12/20/2022,23,101-250,< R5m,Micro,Pending,RM008,18,8
5323,C005323,3/1/2023,8/2/2025,True,Client 5323 (Pty) Ltd,REG0005323,05/09/2021,14,51-100,R5m-R20m,Small,Verified,RM070,22,8
5324,C005324,3/1/2023,8/2/2025,True,Client 5324 (Pty) Ltd,REG0005324,02/13/2019,29,51-100,R20m-R100m,Micro,Verified,RM071,24,10
5325,C005325,3/1/2023,8/2/2025,True,Client 5325 (Pty) Ltd,REG0005325,09/29/2021,4,21-50,R5m-R20m,Micro,Verified,RM025,42,7
5326,C005326,3/1/2023,8/2/2025,True,Client 5326 (Pty) Ltd,REG0005326,12/28/2021,17,21-50,< R5m,Medium,Verified,RM067,14,9
5327,C005327,3/1/2023,8/2/2025,True,Client 5327 (Pty) Ltd,REG0005327,01/02/2017,11,101-250,R5m-R20m,Micro,Pending,RM056,50,1
5328,C005328,3/1/2023,8/2/2025,True,Client 5328 (Pty) Ltd,REG0005328,10/15/2019,6,21-50,< R5m,Micro,Pending,RM033,25,2
5329,C005329,3/1/2023,8/2/2025,True,Client 5329 (Pty) Ltd,REG0005329,02/28/2016,4,51-100,R100m-R500m,Small,Rejected,RM067,39,7
5330,C005330,3/1/2023,8/2/2025,True,Client 5330 (Pty) Ltd,REG0005330,05/11/2019,13,1-20,R5m-R20m,Micro,Verified,RM055,36,8
5331,C005331,3/1/2023,8/2/2025,True,Client 5331 (Pty) Ltd,REG0005331,01/25/2016,20,21-50,< R5m,Medium,Verified,RM062,16,7
5332,C005332,3/1/2023,8/2/2025,True,Client 5332 (Pty) Ltd,REG0005332,12/08/2015,15,1-20,< R5m,Micro,Rejected,RM052,14,5
5333,C005333,3/1/2023,8/2/2025,True,Client 5333 (Pty) Ltd,REG0005333,08/03/2017,18,1-20,R5m-R20m,Small,In Review,RM085,7,9
5334,C005334,3/1/2023,8/2/2025,True,Client 5334 (Pty) Ltd,REG0005334,09/05/2016,17,51-100,R20m-R100m,Small,Verified,RM040,32,9
5335,C005335,3/1/2023,8/2/2025,True,Client 5335 (Pty) Ltd,REG0005335,05/07/2016,19,1-20,< R5m,Micro,Verified,RM090,31,10
5336,C005336,3/1/2023,8/2/2025,True,Client 5336 (Pty) Ltd,REG0005336,07/11/2015,10,501-1000,R5m-R20m,Small,Verified,RM099,42,3
5337,C005337,3/1/2023,8/2/2025,True,Client 5337 (Pty) Ltd,REG0005337,05/13/2016,5,51-100,< R5m,Micro,Verified,RM027,10,7
5338,C005338,3/1/2023,8/2/2025,True,Client 5338 (Pty) Ltd,REG0005338,04/01/2017,12,51-100,< R5m,Small,Verified,RM040,31,7
5339,C005339,3/1/2023,8/2/2025,True,Client 5339 (Pty) Ltd,REG0005339,10/02/2019,25,1-20,< R5m,Corporate,Verified,RM019,33,8
5340,C005340,3/1/2023,8/2/2025,True,Client 5340 (Pty) Ltd,REG0005340,06/10/2018,30,1-20,R20m-R100m,Micro,Pending,RM020,33,10
5341,C005341,3/1/2023,8/2/2025,True,Client 5341 (Pty) Ltd,REG0005341,05/22/2020,15,21-50,R20m-R100m,Small,Verified,RM073,24,1
5342,C005342,3/1/2023,8/2/2025,True,Client 5342 (Pty) Ltd,REG0005342,08/15/2015,23,251-500,R100m-R500m,Medium,Rejected,RM076,4,3
5343,C005343,3/1/2023,8/2/2025,True,Client 5343 (Pty) Ltd,REG0005343,10/26/2018,4,1-20,< R5m,Micro,Verified,RM054,28,5
5344,C005344,3/1/2023,8/2/2025,True,Client 5344 (Pty) Ltd,REG0005344,12/26/2020,8,21-50,R5m-R20m,Micro,Verified,RM016,43,2
5345,C005345,3/1/2023,8/2/2025,True,Client 5345 (Pty) Ltd,REG0005345,12/13/2022,28,1-20,< R5m,Micro,Verified,RM019,2,2
5346,C005346,3/1/2023,8/2/2025,True,Client 5346 (Pty) Ltd,REG0005346,03/27/2017,20,101-250,< R5m,Micro,Verified,RM070,35,1
5347,C005347,3/1/2023,8/2/2025,True,Client 5347 (Pty) Ltd,REG0005347,01/13/2019,22,51-100,R20m-R100m,Medium,Verified,RM065,24,2
5348,C005348,3/1/2023,8/2/2025,True,Client 5348 (Pty) Ltd,REG0005348,12/22/2017,28,1-20,< R5m,Micro,Verified,RM031,35,10
5349,C005349,3/1/2023,8/2/2025,True,Client 5349 (Pty) Ltd,REG0005349,04/14/2015,17,51-100,< R5m,Small,Rejected,RM098,38,8
5350,C005350,3/1/2023,8/2/2025,True,Client 5350 (Pty) Ltd,REG0005350,02/18/2020,30,1000+,R5m-R20m,Micro,Verified,RM070,28,9
5351,C005351,3/1/2023,8/2/2025,True,Client 5351 (Pty) Ltd,REG0005351,05/20/2017,6,21-50,R5m-R20m,Corporate,Verified,RM061,7,3
5352,C005352,3/1/2023,8/2/2025,True,Client 5352 (Pty) Ltd,REG0005352,10/29/2016,16,1-20,R5m-R20m,Small,Rejected,RM094,9,9
5353,C005353,3/1/2023,8/2/2025,True,Client 5353 (Pty) Ltd,REG0005353,08/04/2020,26,1-20,< R5m,Medium,Verified,RM091,8,6
